lon,lat,presence,bio1,bio7,bio12,bio19
90.737828,26.674336,1,24.10300064086914,19.868000030517578,3602.0,42.0
90.675659,27.156921,1,21.415000915527344,20.687999725341797,2180.0,64.0
90.621204,27.046604,1,15.379000663757324,19.016000747680664,1711.0,50.0
90.472023,27.075089,1,16.417999267578125,19.220001220703125,1766.0,55.0
90.729445,27.121692,1,20.320667266845703,20.236000061035156,2084.0,62.0
90.719611,27.163746,1,20.316667556762695,20.527999877929688,1867.0,64.0
90.614761,27.019969,1,17.354000091552734,19.34800148010254,1975.0,60.0
90.499535,26.9513,1,20.886333465576172,18.195999145507812,3397.0,69.0
90.798163,27.083673,1,17.051166534423828,19.928001403808594,1541.0,53.0
90.189583,27.015152,1,16.942832946777344,19.583999633789062,1957.0,59.0
90.34,26.28,1,24.661832809448242,19.368000030517578,2966.0,27.0
90.769863,27.00811,1,16.958166122436523,18.880001068115234,1801.0,53.0
90.241627,26.620132,1,24.81766700744629,20.41600227355957,3265.0,31.0
90.583896,27.16236,1,18.912500381469727,19.78799819946289,1883.0,70.0
90.77566469585328,26.89192891227541,0,16.74916648864746,18.488000869750977,2151.0,58.0
90.35854945030523,26.47087733319816,0,24.774166107177734,20.15599822998047,3239.0,30.0
90.47023722811332,26.324515757531167,0,24.69933319091797,19.736000061035156,3004.0,29.0
90.74455388392585,26.833084214214395,0,21.0761661529541,18.15999984741211,3745.0,68.0
90.06807967287945,26.87910463310297,0,21.79400062561035,19.027999877929688,2921.0,56.0
90.3848126791886,26.437052580185387,0,24.735332489013672,19.855998992919922,3237.0,31.0
90.30235340497693,26.52558947392028,0,24.79133415222168,20.37200164794922,3260.0,30.0
90.7036577126236,26.862806271753666,0,21.218000411987305,18.540000915527344,3754.0,67.0
90.37412314370371,26.77672968867212,0,24.274166107177734,19.59600067138672,3596.0,39.0
90.58458490965292,26.689278052468616,0,24.516666412353516,20.067996978759766,3620.0,40.0
90.55074355962434,26.763150663174702,0,24.525833129882812,19.812000274658203,3789.0,42.0
90.638792315249,26.68102146370329,0,24.263500213623047,19.875999450683594,3641.0,41.0
90.06609308428213,26.89099062496496,0,21.79400062561035,19.027999877929688,2921.0,56.0
90.361304283786,26.60860617773725,0,24.750999450683594,20.220001220703125,3374.0,32.0
90.82587999730922,26.894023833255574,0,17.535999298095703,18.564001083374023,2212.0,59.0
90.69544621432064,26.909413115471764,0,20.49016571044922,18.81999969482422,3428.0,70.0
90.364524421763,26.51118223777905,0,24.774999618530273,20.20800018310547,3289.0,30.0
90.3709690524325,26.448598763922654,0,24.707000732421875,19.944000244140625,3221.0,29.0
90.6751207194621,26.911717306049937,0,20.49016571044922,18.81999969482422,3428.0,70.0
90.34717562277264,26.82918334115252,0,24.155834197998047,19.54399871826172,3636.0,41.0
90.01695641341776,26.793659704066165,0,21.20400047302246,18.259998321533203,3234.0,58.0
90.49683675451672,26.57801989061633,0,24.725666046142578,20.248001098632812,3395.0,34.0
90.69944907353876,26.34145416261705,0,24.441499710083008,19.588001251220703,2980.0,34.0
90.40199476337078,26.70684163171285,0,24.688499450683594,20.184001922607422,3518.0,36.0
90.85526181919708,26.779404741245948,0,23.527833938598633,19.360000610351562,3683.0,50.0
90.38876456888012,26.50646605661141,0,24.777666091918945,20.200000762939453,3303.0,31.0
90.02215325169131,26.8694241311944,0,22.047000885009766,18.763999938964844,2989.0,53.0
90.47050615580528,26.599561484056483,0,24.73349952697754,20.27199935913086,3460.0,35.0
90.20534364356712,26.72864980785108,0,24.319499969482422,19.583999633789062,3292.0,36.0
90.43434459442057,26.55030910428097,0,24.716833114624023,20.244001388549805,3379.0,33.0
90.68867639363742,26.859949646295256,0,21.218000411987305,18.540000915527344,3754.0,67.0
90.41614313522388,26.39623626867076,0,24.665332794189453,19.799999237060547,3198.0,30.0
90.04550787597937,26.87427705542468,0,20.892000198364258,18.40399932861328,3172.0,62.0
90.61056468737044,26.78781320807328,0,24.181167602539062,19.380001068115234,3925.0,45.0
90.21542116290848,26.70494030155501,0,24.542499542236328,19.95599937438965,3320.0,34.0
90.88379942469535,26.801181003270987,0,21.982666015625,18.667999267578125,3538.0,62.0
90.1467954297382,26.742722014300533,0,24.319833755493164,19.579998016357422,3192.0,35.0
90.5189853349971,26.636862918190644,0,24.778167724609375,20.239999771118164,3521.0,37.0
90.36908090126384,26.48932761181149,0,24.774166107177734,20.15599822998047,3239.0,30.0
90.73344001064,26.3616484038896,0,24.549667358398438,19.503999710083008,2814.0,33.0
89.97994089587867,26.79974006894769,0,22.70916748046875,18.899999618530273,3021.0,48.0
89.96670266964887,26.796793655004507,0,22.70916748046875,18.899999618530273,3021.0,48.0
90.48696254230748,26.640168478817788,0,24.73983383178711,20.299999237060547,3528.0,36.0
90.43926195343523,26.35841868288325,0,24.787500381469727,19.972000122070312,3062.0,29.0
90.69617623159776,26.84277368713373,0,21.218000411987305,18.540000915527344,3754.0,67.0
90.45163433311448,26.72790263876108,0,24.687000274658203,20.207998275756836,3621.0,38.0
90.39317285518096,26.640729973901067,0,24.7276668548584,20.188003540039062,3472.0,35.0
90.76558056841502,26.851822968414805,0,20.25783348083496,18.73200035095215,3382.0,69.0
90.04578980099707,26.81760393532864,0,20.489500045776367,18.248001098632812,3104.0,59.0
90.71768245520872,26.799066876857506,0,21.0761661529541,18.15999984741211,3745.0,68.0
90.50589344876762,26.352487334852544,0,24.504499435424805,19.531997680664062,3149.0,31.0
90.57399620004728,26.642269463365007,0,24.76849937438965,20.144001007080078,3509.0,37.0
90.69099611956136,26.86852074953526,0,21.218000411987305,18.540000915527344,3754.0,67.0
90.84518412789753,26.958866987271644,0,21.944499969482422,19.843997955322266,2934.0,60.0
90.66172729739267,26.831604173106136,0,21.494333267211914,18.023998260498047,3950.0,66.0
90.8978373022769,26.81506387046025,0,21.982666015625,18.667999267578125,3538.0,62.0
90.70080105521546,26.837332927609367,0,21.218000411987305,18.540000915527344,3754.0,67.0
90.48814853245636,26.39734033135329,0,24.691999435424805,19.756000518798828,3158.0,31.0
90.34296630470176,26.81456585961236,0,24.155834197998047,19.54399871826172,3636.0,41.0
90.5506539420523,26.63618165362889,0,24.76849937438965,20.144001007080078,3509.0,37.0
90.38941083556328,26.469403293528,0,24.796499252319336,20.063997268676758,3249.0,31.0
90.7041679197098,26.759178626318583,0,23.507999420166016,18.940000534057617,3963.0,50.0
90.34649763865444,26.828022310950537,0,24.155834197998047,19.54399871826172,3636.0,41.0
90.83841454730378,26.718418199057623,0,24.024166107177734,20.036001205444336,3475.0,45.0
90.40951289305303,26.37112272275116,0,24.683500289916992,19.959999084472656,3080.0,29.0
90.06739993221554,26.80547800043936,0,20.489500045776367,18.248001098632812,3104.0,59.0
90.44060352004163,26.414017492751217,0,24.816499710083008,19.88399887084961,3123.0,29.0
90.38458273731749,26.40230443508734,0,24.665332794189453,19.799999237060547,3198.0,30.0
90.20649044621,26.706385362456864,0,24.573333740234375,19.95199966430664,3247.0,34.0
90.50224583551854,26.70915497066205,0,24.733333587646484,20.29199981689453,3655.0,40.0
90.76058533310074,26.83839006603525,0,20.25783348083496,18.73200035095215,3382.0,69.0
90.8268560703484,26.793193422192104,0,20.749332427978516,18.32400131225586,3506.0,68.0
90.83467771852672,26.83233892615557,0,21.717500686645508,18.580001831054688,3621.0,63.0
90.89944591387568,26.822957852425635,0,21.982666015625,18.667999267578125,3538.0,62.0
90.82060274131682,26.91282158247256,0,17.535999298095703,18.564001083374023,2212.0,59.0
90.64889324173777,26.661507480794405,0,24.461833953857422,20.075998306274414,3513.0,39.0
90.2026415383482,26.924516029647585,0,15.713000297546387,18.6200008392334,2135.0,59.0
90.71044692430324,26.3433253317296,0,24.549667358398438,19.503999710083008,2814.0,33.0
90.5061389410872,26.622863220024705,0,24.822834014892578,20.252002716064453,3451.0,36.0
90.0505301929319,26.78222042292921,0,23.029499053955078,18.852001190185547,3178.0,44.0
90.51105429200206,26.618769418301127,0,24.822834014892578,20.252002716064453,3451.0,36.0
90.83262932079978,26.71240300087809,0,23.983333587646484,19.959999084472656,3585.0,46.0
90.6685338093726,26.751756053928457,0,23.507999420166016,18.940000534057617,3963.0,50.0
90.82636637327278,26.74162262382577,0,23.983333587646484,19.959999084472656,3585.0,46.0
90.6588437657888,26.796436287747547,0,21.494333267211914,18.023998260498047,3950.0,66.0
90.47785846629986,26.358617735716567,0,24.719833374023438,19.891998291015625,3053.0,29.0
90.42818979747987,26.655134149022267,0,24.711166381835938,20.347999572753906,3509.0,35.0
90.42360385298151,26.705762434930115,0,24.709667205810547,20.303998947143555,3569.0,37.0
90.17463213387184,26.55618553702893,0,24.84983253479004,20.38800048828125,3203.0,28.0
90.02421653249756,26.822771187088176,0,21.20400047302246,18.259998321533203,3234.0,58.0
90.7160040291221,26.80538262796285,0,21.0761661529541,18.15999984741211,3745.0,68.0
90.80723241284632,26.79919991366336,0,20.749332427978516,18.32400131225586,3506.0,68.0
90.7975484124133,26.74758590250984,0,23.983333587646484,19.959999084472656,3585.0,46.0
89.9638271176516,26.79986003128461,0,22.70916748046875,18.899999618530273,3021.0,48.0
90.64221846474727,26.775114548597468,0,23.84200096130371,19.083999633789062,3989.0,48.0
90.43572268255616,26.632734040796496,0,24.711166381835938,20.347999572753906,3509.0,35.0
90.65823942840149,26.922171757034096,0,17.068166732788086,18.687999725341797,2247.0,60.0
90.69967502261092,26.777797811119544,0,23.507999420166016,18.940000534057617,3963.0,50.0
90.30953818446396,26.553178127949856,0,24.79050064086914,20.38800048828125,3306.0,31.0
90.32411577801308,26.80631480993441,0,24.203166961669922,19.59600067138672,3536.0,41.0
90.076701606726,26.880459795648992,0,21.79400062561035,19.027999877929688,2921.0,56.0
90.0997027518329,26.734878915810945,0,24.27199935913086,19.51599884033203,3132.0,35.0
90.3836682094942,26.499716912865978,0,24.796499252319336,20.063997268676758,3249.0,31.0
90.87686776192152,26.85176194185663,0,22.075834274291992,19.124000549316406,3500.0,60.0
90.41088415302126,26.36649722050544,0,24.683500289916992,19.959999084472656,3080.0,29.0
90.53269785493671,26.75310642067804,0,24.735000610351562,20.216001510620117,3724.0,41.0
90.36502453542636,26.48701641476977,0,24.774166107177734,20.15599822998047,3239.0,30.0
90.4059627223666,26.74180497937892,0,24.586166381835938,20.087997436523438,3579.0,38.0
90.45213663674798,26.65655869582523,0,24.711166381835938,20.347999572753906,3509.0,35.0
90.38024987102776,26.626007858758868,0,24.7276668548584,20.188003540039062,3472.0,35.0
90.44743293320217,26.43505321187808,0,24.806499481201172,19.96399688720703,3190.0,31.0
90.5482967221488,26.619269435049464,0,24.839500427246094,20.200000762939453,3439.0,37.0
90.64263086812106,26.6803248596972,0,24.263500213623047,19.875999450683594,3641.0,41.0
90.33432405953356,26.846883204379427,0,24.05233383178711,19.332000732421875,3689.0,44.0
90.00522279017743,26.86516984093125,0,22.047000885009766,18.763999938964844,2989.0,53.0
90.87042806262735,26.813735573523,0,21.717500686645508,18.580001831054688,3621.0,63.0
90.79225119592876,26.81388510562305,0,20.749332427978516,18.32400131225586,3506.0,68.0
90.46015415170532,26.70605104424383,0,24.747833251953125,20.360000610351562,3589.0,37.0
90.3959159143104,26.67616275817628,0,24.688499450683594,20.184001922607422,3518.0,36.0
90.5017597858626,26.634544026872497,0,24.778167724609375,20.239999771118164,3521.0,37.0
90.3316768111028,26.555339403534123,0,24.79050064086914,20.38800048828125,3306.0,31.0
90.44939594519744,26.32783060351216,0,24.74333381652832,19.979999542236328,3002.0,28.0
90.73608336703012,26.35043359805932,0,24.549667358398438,19.503999710083008,2814.0,33.0
90.37991382075678,26.596858589521325,0,24.725500106811523,20.23200225830078,3415.0,33.0
90.05092198696308,26.85267602174145,0,20.892000198364258,18.40399932861328,3172.0,62.0
90.36388948664327,26.61926118213514,0,24.750999450683594,20.220001220703125,3374.0,32.0
90.20350085370724,26.92538623226393,0,15.713000297546387,18.6200008392334,2135.0,59.0
90.74547389705234,26.90371936143309,0,19.354833602905273,18.77199935913086,2975.0,69.0
90.51742942520433,26.702798034276565,0,24.7271671295166,20.29199981689453,3589.0,38.0
90.47690639170584,26.61250050958354,0,24.73349952697754,20.27199935913086,3460.0,35.0
90.18502849410024,26.734794880375308,0,24.319499969482422,19.583999633789062,3292.0,36.0
90.8117453513918,26.84618370324413,0,19.566499710083008,18.619998931884766,3019.0,69.0
90.10946834782922,26.875950351772747,0,21.39583396911621,18.959999084472656,3034.0,59.0
90.27210457700636,26.50452394335944,0,24.795166015625,20.400001525878906,3241.0,30.0
90.02893535436918,26.82225170728226,0,21.20400047302246,18.259998321533203,3234.0,58.0
90.41403171861715,26.70949718286348,0,24.586166381835938,20.087997436523438,3579.0,38.0
90.31244678966956,26.791069722656687,0,24.21383285522461,19.50400161743164,3546.0,39.0
90.78324649109028,26.795170231137806,0,21.469667434692383,18.444000244140625,3818.0,67.0
90.34659891614488,26.834413997800738,0,24.05233383178711,19.332000732421875,3689.0,44.0
90.30638567761498,26.562250611240643,0,24.79050064086914,20.38800048828125,3306.0,31.0
90.36621725877976,26.776006963874806,0,24.274166107177734,19.59600067138672,3596.0,39.0
90.37703878097903,26.8573453495066,0,24.03616714477539,19.187999725341797,3832.0,45.0
90.12860944698568,26.7712944358024,0,24.004833221435547,19.224000930786133,3175.0,38.0
90.41179931665584,26.68449661100201,0,24.688499450683594,20.184001922607422,3518.0,36.0
90.10155448449598,26.799595903412577,0,21.89983367919922,18.576000213623047,3252.0,53.0
90.89978583672266,26.811183939344,0,21.982666015625,18.667999267578125,3538.0,62.0
90.34002887440624,26.59872147894906,0,24.750999450683594,20.220001220703125,3374.0,32.0
90.43595111708306,26.682632200786745,0,24.709667205810547,20.303998947143555,3569.0,37.0
90.53466556585563,26.303269923501176,0,24.18000030517578,18.972000122070312,3316.0,33.0
90.55025742244798,26.65159974703892,0,24.76849937438965,20.144001007080078,3509.0,37.0
90.48316039762383,26.623125842501192,0,24.73349952697754,20.27199935913086,3460.0,35.0
90.78441031454676,26.90131118131551,0,16.74916648864746,18.488000869750977,2151.0,58.0
90.6211897760862,26.69988400685839,0,24.516666412353516,20.067996978759766,3620.0,40.0
90.37159954008312,26.61337101941441,0,24.750999450683594,20.220001220703125,3374.0,32.0
90.84808662679424,26.815670557678203,0,21.717500686645508,18.580001831054688,3621.0,63.0
90.1091043939882,26.77657610868972,0,23.59549903869629,19.079999923706055,3142.0,40.0
90.82976609816102,26.74849805293434,0,23.983333587646484,19.959999084472656,3585.0,46.0
90.71738050154867,26.820657213506,0,21.0761661529541,18.15999984741211,3745.0,68.0
90.68743141007958,26.75141577234068,0,23.507999420166016,18.940000534057617,3963.0,50.0
90.34985473590444,26.47213734699821,0,24.774166107177734,20.15599822998047,3239.0,30.0
90.4350390479312,26.72250216232029,0,24.687000274658203,20.207998275756836,3621.0,38.0
90.4016152879766,26.69541330291265,0,24.688499450683594,20.184001922607422,3518.0,36.0
90.55364766782937,26.312887367326432,0,24.579334259033203,19.191999435424805,2964.0,29.0
90.34323419504194,26.83870177682612,0,24.05233383178711,19.332000732421875,3689.0,44.0
90.7732847590284,26.83254778419177,0,21.469667434692383,18.444000244140625,3818.0,67.0
90.1295700645444,26.934771050794083,0,18.05733299255371,19.027999877929688,2424.0,62.0
90.2057571739094,26.741487654569443,0,24.319499969482422,19.583999633789062,3292.0,36.0
90.38273177133676,26.618492612276206,0,24.725500106811523,20.23200225830078,3415.0,33.0
90.22837924789842,26.51168625758379,0,24.798999786376953,20.400001525878906,3216.0,29.0
90.8474023167882,26.713312272886093,0,24.024166107177734,20.036001205444336,3475.0,45.0
90.91654880155347,26.81683079649809,0,21.982666015625,18.667999267578125,3538.0,62.0
90.32232991851922,26.776215748789745,0,24.21383285522461,19.50400161743164,3546.0,39.0
90.31660264352575,26.507459681523784,0,24.79133415222168,20.37200164794922,3260.0,30.0
90.7510737955164,26.87756465252586,0,16.74916648864746,18.488000869750977,2151.0,58.0
90.72678114864598,26.347107245068045,0,24.549667358398438,19.503999710083008,2814.0,33.0
90.1600918461383,26.920988900337505,0,18.05733299255371,19.027999877929688,2424.0,62.0
90.38348211218516,26.44698586928046,0,24.735332489013672,19.855998992919922,3237.0,31.0
90.07576735018418,26.83987824403977,0,20.892000198364258,18.40399932861328,3172.0,62.0
90.64483591634166,26.662523144134475,0,24.461833953857422,20.075998306274414,3513.0,39.0
90.79382902778192,26.73975579588372,0,23.983333587646484,19.959999084472656,3585.0,46.0
90.41828681267198,26.71989057605785,0,24.687000274658203,20.207998275756836,3621.0,38.0
90.4984273295644,26.621216886310943,0,24.73349952697754,20.27199935913086,3460.0,35.0
90.16094526451448,26.926996613335312,0,18.05733299255371,19.027999877929688,2424.0,62.0
90.5941983169568,26.7358445585112,0,24.47366714477539,20.020000457763672,3717.0,41.0
90.87816771959412,26.913842920888456,0,21.878665924072266,19.416000366210938,3265.0,61.0
90.62830219893878,26.772056442747,0,23.84200096130371,19.083999633789062,3989.0,48.0
90.66052833977773,26.743477305709025,0,24.243833541870117,19.72800064086914,3754.0,42.0
90.55451020951386,26.734979932816,0,24.650999069213867,20.17999839782715,3682.0,41.0
90.62913795221196,26.66804904859744,0,24.263500213623047,19.875999450683594,3641.0,41.0
90.04878060535115,26.88850091930617,0,21.79400062561035,19.027999877929688,2921.0,56.0
90.7466824788862,26.75618183423183,0,23.214000701904297,18.944000244140625,3977.0,52.0
90.43115892074178,26.69867780173606,0,24.709667205810547,20.303998947143555,3569.0,37.0
90.8390452548468,26.70934896346663,0,24.024166107177734,20.036001205444336,3475.0,45.0
90.36574503548354,26.42936205789971,0,24.707000732421875,19.944000244140625,3221.0,29.0
90.68589365687964,26.924258941210905,0,16.17533302307129,18.576000213623047,2209.0,60.0
90.08121601054522,26.82858362141741,0,20.489500045776367,18.248001098632812,3104.0,59.0
90.1834549467441,26.55471641127342,0,24.84983253479004,20.38800048828125,3203.0,28.0
90.52246060569732,26.665626676280954,0,24.778167724609375,20.239999771118164,3521.0,37.0
90.82118173929878,26.75949139879204,0,23.33216667175293,19.279998779296875,3818.0,52.0
90.40943448712514,26.536286444371093,0,24.777666091918945,20.200000762939453,3303.0,31.0
90.3925254934121,26.589480528939035,0,24.725500106811523,20.23200225830078,3415.0,33.0
90.46595612239284,26.337357776875344,0,24.719833374023438,19.891998291015625,3053.0,29.0
90.7668149936666,26.817110021177708,0,21.469667434692383,18.444000244140625,3818.0,67.0
90.53066902519986,26.64105619129895,0,24.778167724609375,20.239999771118164,3521.0,37.0
90.48757470179646,26.404907793208768,0,24.691999435424805,19.756000518798828,3158.0,31.0
90.8704810008415,26.850217366378534,0,20.753833770751953,18.807998657226562,3285.0,67.0
90.4046137510399,26.394213506983927,0,24.665332794189453,19.799999237060547,3198.0,30.0
90.06647287409295,26.88312141884295,0,21.79400062561035,19.027999877929688,2921.0,56.0
90.53031675630456,26.6020653524386,0,24.822834014892578,20.252002716064453,3451.0,36.0
90.37174367260596,26.62029453240654,0,24.750999450683594,20.220001220703125,3374.0,32.0
90.41948131359985,26.348593740347976,0,24.787500381469727,19.972000122070312,3062.0,29.0
90.63315862704616,26.685169949516045,0,24.263500213623047,19.875999450683594,3641.0,41.0
90.09181256839554,26.81646622515964,0,21.89983367919922,18.576000213623047,3252.0,53.0
90.36337367847403,26.50488780990391,0,24.774999618530273,20.20800018310547,3289.0,30.0
90.33275911120404,26.497865219278285,0,24.784833908081055,20.22800064086914,3223.0,29.0
90.41809029045751,26.403315360940763,0,24.816499710083008,19.88399887084961,3123.0,29.0
90.4419816895623,26.41959463819656,0,24.806499481201172,19.96399688720703,3190.0,31.0
90.73510631595904,26.7905408180956,0,23.214000701904297,18.944000244140625,3977.0,52.0
90.63447531064853,26.6638067892708,0,24.461833953857422,20.075998306274414,3513.0,39.0
90.28366687546948,26.495336919239566,0,24.797500610351562,20.256000518798828,3202.0,29.0
90.47769615566764,26.38071205855719,0,24.691999435424805,19.756000518798828,3158.0,31.0
90.7774207986622,26.84807067946696,0,20.25783348083496,18.73200035095215,3382.0,69.0
90.88966485055448,26.901616218563348,0,21.878665924072266,19.416000366210938,3265.0,61.0
90.86636051581016,26.94489070938873,0,21.83883285522461,19.667999267578125,3106.0,61.0
90.35123781633826,26.55811398363592,0,24.776832580566406,20.263999938964844,3332.0,32.0
90.43721373426948,26.653502767012714,0,24.711166381835938,20.347999572753906,3509.0,35.0
90.26683100725074,26.52482365259264,0,24.795166015625,20.400001525878906,3241.0,30.0
90.08842150883696,26.9516731540406,0,19.532333374023438,19.099998474121094,2578.0,63.0
90.48938176197652,26.7133717752957,0,24.75116729736328,20.375999450683594,3649.0,38.0
90.49621101442118,26.604767648425995,0,24.73349952697754,20.27199935913086,3460.0,35.0
90.48345926713536,26.329282800412567,0,24.69933319091797,19.736000061035156,3004.0,29.0
90.14886777316924,26.75839849285262,0,24.004833221435547,19.224000930786133,3175.0,38.0
90.40424515483112,26.71575637631715,0,24.586166381835938,20.087997436523438,3579.0,38.0
90.74764094585468,26.313707998318847,0,24.55933380126953,19.648000717163086,2755.0,32.0
90.3774507071686,26.560133297400515,0,24.749666213989258,20.200000762939453,3360.0,33.0
90.21997416697344,26.49202637317217,0,24.802165985107422,20.29599952697754,3186.0,29.0
90.78923391255604,26.80662346867005,0,21.469667434692383,18.444000244140625,3818.0,67.0
90.04748122170624,26.888786497019893,0,21.79400062561035,19.027999877929688,2921.0,56.0
90.40245397892627,26.36344766040696,0,24.683500289916992,19.959999084472656,3080.0,29.0
90.15087557612362,26.739915868381928,0,24.319833755493164,19.579998016357422,3192.0,35.0
90.81753878076762,26.917304122122125,0,20.219667434692383,19.124000549316406,2709.0,67.0
90.74512320074282,26.910721038154293,0,19.354833602905273,18.77199935913086,2975.0,69.0
