lon,lat,presence
91.48486586609164,23.1730830193476,0
92.48867930365928,22.8733202381092,0
92.5867306540196,25.55696407656966,0
92.20340386831026,24.43099861211202,0
94.48790617496871,22.57862360458695,0
94.95207679393788,26.86771195948039,0
90.7312540202027,25.02237737777682,0
95.6108665233302,26.37626889920517,0
94.16654687291516,21.13205820335853,0
94.36224860235184,21.703189889981225,0
93.97808009165573,24.70813458492913,0
93.23573220406854,24.33509088482576,0
95.47059095437544,26.40720592371923,0
93.43202095253908,24.91161281102577,0
92.4721736853141,22.77552050292029,0
92.6156528936802,25.88613751056311,0
95.12431741226388,27.54546706917128,0
94.51908257693124,21.3333606852174,0
94.15291069295378,25.55960855633304,0
93.1799461331862,23.73342920323237,0
94.73369488665718,25.290146201839672,0
94.66306698556272,20.69093793254225,0
94.28543361791382,26.423964058113896,0
94.97700029832934,26.69737462023933,0
90.67740257693995,24.19949741135273,0
91.77132321647258,25.73795741801102,0
90.14915124023564,25.036829287398135,0
95.0629439385105,21.71694747835443,0
94.0340571948362,21.507216759596623,0
94.07609374484322,25.6620826570435,0
90.85379281881528,24.228126231115425,0
92.7710345389968,23.972052893371927,0
91.82620708198148,22.70259253409543,0
92.9500765053482,24.996966364279885,0
92.80665506094935,22.05030328052584,0
94.15327260839278,22.795004148388426,0
93.2968474246602,22.10996437863808,0
94.03439311695806,24.658254729948705,0
95.00611497132292,25.273841731460877,0
94.63429296908656,22.78881087061476,0
92.9764426651188,25.109518551423815,0
92.44565974057792,24.26098566765924,0
95.2664287796164,27.060110139283992,0
92.09905998619617,26.692896062413272,0
93.44693633343974,21.28792795040792,0
92.24667636873838,21.71594816611772,0
90.89260272865282,24.92095387029675,0
94.89857098804676,25.704260292585733,0
92.64957182322428,25.2209562216123,0
93.6790696999058,21.646707546841803,0
96.03426971925992,27.83856851912719,0
90.80246216355316,23.77786212703399,0
93.26079917449673,21.548737418976664,0
91.93110057782344,24.09212516542492,0
94.1393125317297,24.115290668215483,0
94.609659372262,25.44055284036649,0
92.49029905031138,24.46165672997595,0
92.27912936515936,26.746056218238703,0
93.36015529655504,26.1778521950597,0
93.48200622600996,24.40085660059302,0
90.52780129854516,23.40560971886554,0
91.07183117513824,22.958418839372463,0
92.04718536777511,24.90325095228181,0
95.01385072021412,25.16762863702537,0
93.322150059003,26.12395405820251,0
93.88921622121768,25.319940967532297,0
97.0150014054242,27.795543183977824,0
93.90690307728411,26.42829369294269,0
94.80586197786462,25.76307857014765,0
95.54408123759376,26.903200548550213,0
95.2868750752395,26.419392892896205,0
94.77816183856154,22.200347329901884,0
94.16837980341889,23.393530894956555,0
92.30516152993523,25.795896395309768,0
91.96337567787155,23.475946301599016,0
90.76664742473596,24.72642329528472,0
94.20507951216538,23.359289598633843,0
90.74823703700584,23.157102059773383,0
94.50007769613212,22.991655228965936,0
91.8747040388417,27.139469421603785,0
91.5038224197712,22.85719330104053,0
94.64184020006785,22.66273043982111,0
91.55089128650448,22.835841002118087,0
91.864998076556,24.62617436128973,0
95.6810040317704,26.29168973766983,0
93.02871067082118,23.98769849605382,0
95.85100865889588,27.181098336049207,0
93.95722800451652,21.18333398238634,0
93.58638455689808,23.663450768224887,0
93.15421563083191,24.28606979629302,0
90.19436877341948,25.65020024767461,0
92.69670922934527,23.540876141941755,0
93.55214431030484,24.086914887186936,0
92.23890615311372,23.651124487467317,0
95.59554206228675,26.72152185292395,0
91.69323540721447,22.83582672271521,0
94.86551603956728,22.12989056511898,0
90.10466214217811,23.871679690470565,0
95.07779425169316,21.54709716678353,0
90.57018054155265,25.06559720389918,0
91.55289292822106,24.68402498683809,0
94.38440219200638,21.639157953737225,0
95.538205681489,26.82855241650706,0
91.64759088382095,27.302750456463546,0
93.14926182629674,24.94031103183422,0
91.36324150408336,23.52152277916652,0
95.17999857051576,25.724372728026843,0
94.93930468971476,21.715569803706003,0
94.40445215632684,22.46649474454513,0
90.11929229885985,24.873964162551125,0
91.95132246282066,25.39124533664484,0
94.2088370605522,22.15257087988457,0
94.3217760206148,24.566631525389344,0
92.71201685629988,25.496117595714527,0
92.88533598492825,24.27479767796277,0
93.64262768035134,23.47609222103358,0
92.70332115338331,25.53327934224212,0
96.18363971133186,27.25622416083512,0
91.33167479855156,23.93933327574056,0
95.24234443042631,26.999903608958345,0
92.58364482427672,24.29304907831934,0
95.30401460982972,25.897001507277924,0
96.23306942331828,26.39861161294428,0
95.13596132243772,27.068861170365903,0
92.70049060641227,22.810672210505388,0
94.30655629540394,24.772249235044665,0
92.80933195807653,24.92795309591159,0
90.96205224534084,25.54811513553165,0
95.3924384925246,27.01990703428004,0
91.1337867442364,24.33045038720204,0
93.25397099369413,22.36351296072667,0
90.0791871756079,24.02690676968849,0
93.45717463428974,21.249239414975268,0
95.47719312504472,26.987506434432184,0
96.5036282591486,27.795472220123145,0
97.10915171750514,27.55898442355949,0
92.024167957107,24.561817896057008,0
94.36667783336316,24.48290852697536,0
94.12268028839652,25.926916555967885,0
91.96090636636316,23.20110565560232,0
91.72467444460806,26.761035746332315,0
91.08672449511404,23.518090671615383,0
93.11477087958082,22.25728370290664,0
95.06794653099143,26.79741302294897,0
93.7222916117234,22.280861192661632,0
96.79149841146082,27.07199047290964,0
93.42042953210456,24.38838123265917,0
93.76517993524688,23.675365934737425,0
93.89906326208045,21.976057663240304,0
92.1521848878539,24.97555449840268,0
93.2284484972766,23.419833220763888,0
93.73006045890602,21.82265409741241,0
92.30111191278372,20.79539265871172,0
94.41132851044836,26.044594278554477,0
90.20588034972648,23.852895462800976,0
94.69068792838227,24.91237626050188,0
92.31106266167184,21.747718032003853,0
94.82677823282944,26.757507661638552,0
90.04228653151836,23.788252744718005,0
94.69102110892214,22.685930073034772,0
93.95458909677389,25.81195256827185,0
92.88555051603797,25.26727446741986,0
92.30842821121888,23.47755475321322,0
90.42836669687912,25.420227195274272,0
94.65743141627172,25.38591672597859,0
91.22412760241384,26.249195486849707,0
94.7499303962426,21.38910235521414,0
91.86705212259758,25.474511853602344,0
93.80651855113908,25.674181839321797,0
91.65391764985743,25.10551591565327,0
92.73834291233663,25.55459972342461,0
93.8250414728872,24.089328867564976,0
94.48254193350512,22.92287864520809,0
95.47617054738429,26.132625137659225,0
93.34541659083528,23.83933784969965,0
91.5422966572072,25.250400151414578,0
91.91055366106971,22.351291873235144,0
94.13568351701264,23.491231271176467,0
95.722533093843,26.70631626660819,0
90.60824627372754,23.34201152389918,0
90.89523323400306,23.587250839533898,0
94.71695638358624,21.25787453429892,0
92.91701309944212,24.556474355362667,0
93.4966272615557,25.56010708800513,0
93.19990503892733,23.60205754579596,0
90.12603920726336,25.455993164694547,0
95.9821397919846,26.57190417068621,0
92.8657852443266,22.82874950948389,0
95.35730505590612,26.423272059377883,0
93.74471698490808,20.925824853239902,0
93.01318644259534,26.22277057971507,0
90.00166525682457,25.30612149813045,0
92.6993776694882,25.946903579533448,0
93.5222243641194,26.040304940430133,0
93.2259394298096,23.17602347301673,0
90.76957269438238,25.31572663712165,0
93.10629621307726,23.36340280007793,0
96.304417150272,27.728255515396167,0
91.39656299953576,25.334709299839737,0
93.98910697531068,24.546914605694734,0
94.25267845999144,24.06212010520892,0
95.42548642168276,26.612211125703507,0
93.95011948654694,23.30685531492576,0
92.10130226038844,24.645694049983582,0
91.03022845274928,27.089033557515727,0
93.26551739997116,23.986458342223056,0
91.3544095772063,24.808070962651616,0
91.2067000590759,25.510397333243468,0
91.29295236075184,23.586754197360804,0
92.42099835553913,22.403719831179355,0
94.31963771835072,21.958626375173463,0
90.605412896539,25.06125218106486,0
95.39819146087804,26.5612524668,0
94.06742056548715,26.4592404627588,0
93.48067544687292,24.11815299281876,0
92.72220725813328,24.800440435018597,0
92.97719883786542,25.1629797735878,0
96.69211194811906,27.407519502774875,0
92.67695290072604,22.88655609783517,0
93.12367616435978,24.674452802565146,0
93.20447338917371,25.354781737106883,0
93.89893177818648,22.822530941600988,0
92.33369464478392,23.256090921746097,0
91.34961412081806,24.63503636741467,0
95.94215758162306,27.368006132398023,0
94.2214445348022,25.43114713400122,0
90.02944662706967,25.517077804705583,0
93.9609581426194,20.618797294299,0
95.3170931243008,26.8034859062368,0
93.4640075622792,23.909043698537428,0
92.53869754269756,24.65305603353651,0
91.1476124202846,24.87175494936884,0
93.35408724315162,24.64792295499865,0
92.92814463554356,23.19160501633969,0
95.70182803142308,26.69540177983233,0
91.87362582946764,22.695790791220084,0
93.64433325147957,23.893449435073094,0
94.91703655144448,21.644013742715043,0
94.381369443153,20.72039489377236,0
93.20379293415232,24.33223769095473,0
91.15410093192888,22.998012232060656,0
94.62856522950476,26.94779117719319,0
93.9968140562054,23.395727516738848,0
95.96638080068912,27.73051701557469,0
96.05740998780604,27.486944852744458,0
93.83349738141456,24.49138232273489,0
96.48322324008488,27.699850835196877,0
93.1638621367646,23.314136416230447,0
92.45272347165672,23.35283045124258,0
91.38085802401469,24.283581839147207,0
96.76267866569007,27.74021931557464,0
91.20398265391108,24.679213232496423,0
94.4359381437514,21.93223514162085,0
96.22230004582858,27.52785152192164,0
91.43505131979694,23.69992512461123,0
94.6399850028924,25.460405105948706,0
93.00150791344872,22.132832495209662,0
95.15542096962264,21.685074620193568,0
90.54529867138776,24.147934515657724,0
93.6375234279674,24.22692898768103,0
93.38797008441284,24.000352879542145,0
94.1881555044718,22.12775484901835,0
94.523096376977,20.80083692934792,0
94.60241842556653,26.276205321683005,0
92.95207666721484,25.19884353106506,0
92.3482679623886,25.38306923792444,0
92.52258322601018,23.6043411307148,0
94.44220474220894,26.01786041673405,0
91.9256257133978,24.38572707069301,0
95.05228691873538,21.73232447025385,0
92.4233462539766,24.003786356959285,0
92.05317221678156,21.37347153963152,0
93.8677322972896,25.70142741865708,0
90.26490279002276,24.02414828463061,0
95.6077692568987,26.023256419003268,0
92.44680910842,21.74112649124006,0
93.24697922276408,23.356974343093107,0
92.0129021017623,23.18627495199489,0
94.56352302451944,26.91605311763261,0
96.41464753713542,27.226451091683494,0
93.31986042655316,24.12296565759762,0
93.88215696089968,26.68713305560905,0
95.6887342990949,26.77121104183857,0
92.75323629934674,22.42827487492565,0
92.32551907255936,24.592557534164296,0
91.96290741122652,21.692018294129497,0
94.82388696809926,26.52128797047666,0
92.96548249650556,23.660028120746286,0
91.3005503108838,24.307245740571098,0
92.7050270020298,26.01640716075518,0
92.52731555927524,21.83462083238308,0
91.20676995275474,23.491728665562693,0
94.55792718253892,25.59186184331105,0
93.25258152686688,21.922460997116165,0
91.13085485632936,23.894591036002225,0
91.91137556502312,26.383352479179944,0
91.73585901697962,22.47359026180829,0
90.95507676310706,25.208683715127847,0
96.6217983014702,26.79488458143875,0
92.0341721653667,25.05636147571836,0
95.32692679047952,26.56647435407897,0
93.51244544970798,24.205085208933887,0
94.11080224654542,23.379760662701717,0
91.15452047383556,26.37714849260873,0
96.62528185853778,27.792600585051307,0
92.3811004880444,25.200992022658863,0
90.44400003626534,23.50915374883499,0
92.26712809017393,24.96232256012577,0
94.67965734370324,26.634563784474224,0
92.35278547791168,26.900531374649603,0
93.72560979374964,26.25757435820997,0
95.0662338746415,25.181041927389305,0
93.31185818223844,23.78750029127728,0
94.54432617458028,21.92974605147144,0
92.36244482944872,24.75442001420627,0
96.51301086636504,27.32600129813937,0
92.23192179708454,21.68703476557041,0
94.09276865418693,26.221222358781667,0
94.52953641130038,24.331295311660323,0
92.336192633231,23.92323928549197,0
91.01337917401148,26.38718250782532,0
91.58824801960502,26.72801242007943,0
92.21720653628697,25.55926025653651,0
91.36524180945403,25.58062154168804,0
94.00720824244208,22.591197291090086,0
93.89808087319793,25.07842741582392,0
94.31851496746069,25.09104484484176,0
90.75358439917544,25.615372544782137,0
94.80169683564462,25.533328213760363,0
90.29594917229048,23.767323968538133,0
91.4083397463524,23.723305115532245,0
93.48483613539112,25.062376831956705,0
93.70584282062528,24.92961765951447,0
93.60855305734334,24.02765773676414,0
93.120150382023,21.7750522585962,0
95.5104906373478,25.91445909235502,0
90.9957583444982,25.11421345345452,0
92.18748025291508,25.22599537096032,0
92.8327249695658,26.110548783711828,0
93.49245291191173,26.083956352177893,0
94.5337346348814,26.86210474123034,0
93.70497412673014,26.658847039350643,0
92.01468321684445,23.71466354668513,0
97.1335633725103,27.799053593811852,0
91.75910957741016,22.823538689799463,0
93.84555272163736,24.6208406012756,0
93.53215740740436,25.189356412437707,0
92.80320391278002,26.032126007565417,0
92.2423248866532,22.897152435455855,0
92.11339279304516,21.74596445651027,0
94.66009521984016,22.480307068352666,0
94.1039233703478,20.58277308351538,0
94.29024299240068,23.751212159542234,0
95.76184936706318,27.109922458367315,0
94.690950039453,25.84966455033616,0
93.4463509276839,22.669387121030173,0
93.32010253663012,23.114312042971196,0
92.38231430786168,25.74922879515551,0
94.57110645286993,24.99259581543857,0
95.566042550054,26.491667247955007,0
93.3035216530623,24.94017247146161,0
91.41750901469888,23.827668381746903,0
92.84526469557352,21.743459233857017,0
95.92434747144635,27.35438601516969,0
95.4638092781261,27.687848366404573,0
96.53558560257832,27.69165821759051,0
93.86836099128492,21.005511850381826,0
94.35152988935484,23.54570018952782,0
94.0297727768053,21.57051237606763,0
95.21448438528024,26.77976246429196,0
93.28436564498703,24.239195179595317,0
91.67482374766948,25.61077396054685,0
90.40345269487018,25.47045654933905,0
93.30564576317386,26.066558680920966,0
91.87906610705328,22.92988732917168,0
93.41035764595554,21.48106343635095,0
90.88568099230494,25.570377432202942,0
90.78889797363964,23.724165069107936,0
92.8484410502342,24.32943260623691,0
94.34889972803332,23.219573777591933,0
94.62605634909217,21.23406931182174,0
93.16493827999444,23.372045928210973,0
93.71922205936228,24.86608347881816,0
92.3269470749436,23.575862943694453,0
94.25128558698738,26.14201870081443,0
91.87670467860625,26.31964232169209,0
93.07785401914788,24.517542431399452,0
90.84107281092052,22.93916835909514,0
92.1699494814484,24.01422567755712,0
93.52136400647204,21.09949147634208,0
91.83679731611696,26.828431223878603,0
92.66493233900704,24.395704647117796,0
92.6795462521916,21.919621592683303,0
94.84133688923286,21.778326050514515,0
94.80216487326642,22.39374366233119,0
92.40485760981063,23.03336668869645,0
92.45047216691488,26.807061987515997,0
94.03058776261976,22.02185456629178,0
90.03272743633488,24.125105772426352,0
94.28998619449806,25.741362050439324,0
92.3022460373245,21.640004927748816,0
93.63465529079406,24.414630867718724,0
91.07487590773194,25.01286136462906,0
92.58040610065795,23.30534404889031,0
92.28326439067769,22.876528788233344,0
97.17248396003204,27.375656833985005,0
93.52253004176004,24.40394900724999,0
95.47684158934013,26.74450920349667,0
95.49273548045736,26.46079682365392,0
94.66277150882516,20.676080981730767,0
95.51757441899191,26.40704265788455,0
93.10244501101494,22.406763276615223,0
92.686276988316,23.604497427086365,0
92.19925213784666,24.18437347066124,0
92.87386607094088,22.34802506143007,0
93.5109781469338,21.55719298523136,0
92.3801948734519,24.65839195764105,0
95.62660316214676,27.668307673323675,0
93.68935958986236,21.69335579771548,0
90.60435985885404,24.643950636457973,0
94.22490631452814,26.531980208852435,0
90.24686781381078,24.25726806941777,0
91.67979823184275,25.38602712369331,0
92.16518345715832,24.82203161155962,0
92.40446044913736,23.80935906126329,0
92.86200231453137,21.843675952119018,0
90.03101684482594,25.317154778091957,0
92.2833252767273,25.33010616574788,0
95.3550073790787,26.98418368269593,0
92.50331927066722,24.444016957218054,0
92.50732647196192,22.326877903686743,0
92.63516672015028,21.895471360552037,0
91.70484581352876,25.11655906434832,0
92.6519132061518,23.00731844819497,0
93.74520920168406,26.20207032151372,0
92.58225908446524,24.821166532039214,0
90.18079354883514,23.634433365330267,0
93.9560161372394,21.368134885438792,0
95.16685703368314,26.93245509806875,0
94.45812979434564,25.00784170421609,0
95.4004326375239,26.730895339467253,0
93.91236826459532,22.040121349889425,0
92.89246269514952,21.829135959610305,0
92.28338354772154,25.69205987439906,0
94.31991478480752,22.72449541088994,0
93.27815109761606,24.061020227203088,0
93.01183446998007,22.851956598114803,0
93.653760387772,23.64980559472199,0
92.62588174146384,21.77371709871137,0
92.38162406112198,22.57351026218993,0
94.0432649126558,24.15056078307326,0
94.0942544716956,23.242176268846727,0
92.95374777546324,25.58706679137937,0
93.99904551927204,20.9379712901568,0
96.21038061273144,26.67902144993179,0
91.50086978567408,24.5271723735723,0
92.93763213374729,26.37934536849342,0
93.40760557926863,24.17050601630637,0
94.73016359914196,25.553003375099227,0
92.49009411003424,24.326187309533243,0
93.2075489724726,22.868846502817306,0
92.03177469721172,22.299187899007052,0
92.47858882787898,21.543257763517804,0
90.74388275179672,25.617761168310796,0
94.18197606736533,26.083822522846585,0
90.669918099522,24.579476987430205,0
94.2143227859312,26.354964404536847,0
95.38920335609542,27.106094618739807,0
93.91002123704752,22.647963135218625,0
92.86763455084478,24.446001517777557,0
93.39423204090694,21.223732344033277,0
91.5158607364573,24.37258036739942,0
90.2550705657495,25.60268717729732,0
94.47823662867,26.093367217368503,0
94.1372956580832,22.835623548186863,0
94.14738825154166,25.39666750517305,0
93.0192726882228,26.08416356919609,0
91.25859831038926,24.46098496015488,0
93.35117566793168,24.70168683671046,0
94.11330695302726,24.803726362822296,0
94.671055054698,25.815199883434687,0
94.55263730623118,26.33977498535328,0
94.42671990058484,24.446526557748957,0
94.28746829534724,21.178084341296668,0
90.41849827074702,24.856789795983893,0
94.176198621378,22.95643976695192,0
93.52953634605474,22.17923611655242,0
95.53496834924506,26.433126822287583,0
90.5716155143107,24.979528793258545,0
