lon,lat,presence,bio1,bio3,bio5,bio6,bio8,bio9,bio12,bio16,bio17,bio18,bio19
79.986591,21.24817,1,25.868833541870117,38.977474212646484,40.98400115966797,12.51200008392334,26.371334075927734,20.06133270263672,1379.0,1098.0,24.0,173.0,24.0
80.007077,21.185143,1,26.330833435058594,39.66414260864258,41.672000885009766,12.592000007629395,26.786666870117188,20.50933265686035,1436.0,1149.0,23.0,180.0,23.0
86.99078,23.396559,1,26.28333282470703,42.25538635253906,38.58399963378906,11.915999412536621,28.368667602539062,20.20133399963379,1204.0,779.0,24.0,273.0,30.0
80.433158,21.714414,1,25.874666213989258,39.377010345458984,41.11600112915039,12.116000175476074,26.63800048828125,19.937999725341797,1559.0,1286.0,30.0,170.0,30.0
88.308123,22.480067,1,26.566333770751953,42.75918960571289,35.27199935913086,13.395999908447266,28.886667251586914,20.826000213623047,1641.0,984.0,40.0,432.0,40.0
86.987433,23.395141,1,26.28333282470703,42.25538635253906,38.58399963378906,11.915999412536621,28.368667602539062,20.20133399963379,1204.0,779.0,24.0,273.0,30.0
86.956353,23.724916,1,26.290666580200195,41.80492401123047,38.92399978637695,11.680000305175781,28.516666412353516,20.128665924072266,1250.0,835.0,26.0,260.0,32.0
80.647506,22.167269,1,24.164833068847656,40.49378204345703,39.37200164794922,9.871999740600586,25.373332977294922,18.11400032043457,1450.0,1168.0,36.0,161.0,36.0
80.521153,22.308592,1,24.3521671295166,40.493247985839844,40.02799987792969,9.604000091552734,25.69266700744629,18.06999969482422,1465.0,1180.0,36.0,166.0,36.0
86.974546,23.396815,1,26.28333282470703,42.25538635253906,38.58399963378906,11.915999412536621,28.368667602539062,20.20133399963379,1204.0,779.0,24.0,273.0,30.0
87.877971,22.647612,1,26.417333602905273,42.85469055175781,35.98400115966797,12.668000221252441,28.78333282470703,20.510000228881836,1332.0,782.0,34.0,367.0,34.0
85.824887,20.403959,1,26.93633270263672,45.37418746948242,36.172000885009766,14.82800006866455,28.39266586303711,22.36400032043457,1560.0,956.0,41.0,322.0,63.0
88.228679,22.814843,1,26.290666580200195,42.7894401550293,36.29600143432617,12.100000381469727,28.78266716003418,20.230667114257812,1441.0,850.0,37.0,399.0,37.0
88.194734,22.493022,1,26.337499618530273,42.0870361328125,35.11199951171875,13.067999839782715,28.71066665649414,20.496000289916992,1565.0,936.0,37.0,415.0,37.0
85.358222,23.33512,1,24.061500549316406,40.68297576904297,37.09199905395508,10.355999946594238,25.8799991607666,17.98400115966797,1390.0,943.0,34.0,272.0,51.0
85.246372,19.536164,1,26.865833282470703,44.16770553588867,33.26499938964844,17.204999923706055,28.357500076293945,22.865833282470703,1238.0,666.0,40.0,224.0,40.0
81.777027,21.092571,1,26.857500076293945,41.7818603515625,42.06399917602539,12.54800033569336,27.17799949645996,21.342666625976562,1307.0,998.0,12.0,211.0,12.0
88.762087,23.186178,1,26.144832611083984,43.216087341308594,36.14799880981445,11.300000190734863,29.20866584777832,19.935333251953125,1552.0,884.0,35.0,480.0,35.0
87.970832,22.435544,1,26.405166625976562,41.85428237915039,35.4640007019043,13.255999565124512,28.760665893554688,20.61400032043457,1442.0,853.0,37.0,385.0,37.0
85.825964,20.39577,1,26.93633270263672,45.37418746948242,36.172000885009766,14.82800006866455,28.39266586303711,22.36400032043457,1560.0,956.0,41.0,322.0,63.0
81.778473,21.088848,1,26.857500076293945,41.7818603515625,42.06399917602539,12.54800033569336,27.17799949645996,21.342666625976562,1307.0,998.0,12.0,211.0,12.0
85.823503,20.384792,1,26.93633270263672,45.37418746948242,36.172000885009766,14.82800006866455,28.39266586303711,22.36400032043457,1560.0,956.0,41.0,322.0,63.0
84.272485,23.899814,1,25.37150001525879,38.64392852783203,40.46799850463867,10.031999588012695,27.941333770751953,18.32866668701172,1150.0,859.0,30.0,169.0,43.0
84.272706,23.900207,1,25.37150001525879,38.64392852783203,40.46799850463867,10.031999588012695,27.941333770751953,18.32866668701172,1150.0,859.0,30.0,169.0,43.0
85.047508,24.73673,1,26.075166702270508,39.41677474975586,40.7239990234375,9.803999900817871,28.972000122070312,25.7586669921875,1013.0,734.0,23.0,181.0,31.0
82.039434,20.793976,1,26.58799934387207,41.05007553100586,41.20000076293945,12.656000137329102,26.890666961669922,21.148000717163086,1339.0,1011.0,12.0,225.0,12.0
81.084364,22.177488,1,24.463666915893555,40.138145446777344,39.79600143432617,10.552000045776367,25.32466697692871,18.527332305908203,1228.0,954.0,30.0,150.0,30.0
88.425936,22.925039,1,26.373666763305664,42.947025299072266,36.34400177001953,12.079999923706055,28.93199920654297,20.325332641601562,1518.0,888.0,35.0,431.0,35.0
88.374634,22.667635,1,26.661500930786133,43.005977630615234,35.880001068115234,13.131999969482422,29.05933380126953,20.83066749572754,1571.0,930.0,39.0,429.0,39.0
88.131326,23.652393,1,26.2896671295166,43.26766586303711,37.10799789428711,11.727999687194824,29.511999130249023,20.59866714477539,1345.0,859.0,29.0,351.0,29.0
88.164364,23.62169,1,26.223167419433594,43.30101776123047,37.007999420166016,11.636000633239746,29.45866584777832,20.534666061401367,1334.0,843.0,29.0,352.0,29.0
85.103043,19.666206,1,27.006166458129883,45.31507110595703,34.624000549316406,16.003999710083008,28.564666748046875,22.85733413696289,1327.0,730.0,41.0,257.0,79.0
85.10934,19.653689,1,27.006166458129883,45.31507110595703,34.624000549316406,16.003999710083008,28.564666748046875,22.85733413696289,1327.0,730.0,41.0,257.0,79.0
88.16437,23.621691,1,26.223167419433594,43.30101776123047,37.007999420166016,11.636000633239746,29.45866584777832,20.534666061401367,1334.0,843.0,29.0,352.0,29.0
88.131319,23.65238,1,26.2896671295166,43.26766586303711,37.10799789428711,11.727999687194824,29.511999130249023,20.59866714477539,1345.0,859.0,29.0,351.0,29.0
88.131361,23.652394,1,26.2896671295166,43.26766586303711,37.10799789428711,11.727999687194824,29.511999130249023,20.59866714477539,1345.0,859.0,29.0,351.0,29.0
85.159375,19.68249,1,26.640499114990234,44.61705780029297,34.13999938964844,16.052000045776367,28.205333709716797,22.52666664123535,1394.0,776.0,45.0,274.0,45.0
85.159156,19.682614,1,26.640499114990234,44.61705780029297,34.13999938964844,16.052000045776367,28.205333709716797,22.52666664123535,1394.0,776.0,45.0,274.0,45.0
81.668687,21.566422,1,26.848499298095703,40.4367790222168,42.76000213623047,12.432000160217285,27.428667068481445,20.97599983215332,1220.0,920.0,14.0,203.0,14.0
85.149444,19.695031,1,26.640499114990234,44.61705780029297,34.13999938964844,16.052000045776367,28.205333709716797,22.52666664123535,1394.0,776.0,45.0,274.0,45.0
85.010514,19.672069,1,26.809667587280273,44.7586669921875,35.00400161743164,15.555999755859375,28.360000610351562,22.569334030151367,1364.0,761.0,41.0,273.0,74.0
81.101286,21.981864,1,25.47800064086914,40.42739486694336,41.06800079345703,11.399999618530273,26.158000946044922,19.58133316040039,1163.0,893.0,28.0,153.0,28.0
84.986955,24.696134,1,26.01533317565918,39.44258499145508,40.731998443603516,9.708000183105469,28.974000930786133,25.56399917602539,1030.0,754.0,25.0,176.0,33.0
85.44503,25.004878,1,25.784332275390625,39.37432098388672,39.36399841308594,10.020000457763672,28.784000396728516,25.4233341217041,981.0,705.0,24.0,173.0,29.0
80.654781,22.160676,1,24.360000610351562,40.94121170043945,39.89200210571289,9.704000473022461,25.527999877929688,18.266666412353516,1452.0,1170.0,36.0,162.0,36.0
80.704498,22.141247,1,24.395666122436523,41.201072692871094,39.9640007019043,9.680000305175781,25.519332885742188,18.351999282836914,1432.0,1153.0,35.0,159.0,35.0
80.6539,22.16105,1,24.360000610351562,40.94121170043945,39.89200210571289,9.704000473022461,25.527999877929688,18.266666412353516,1452.0,1170.0,36.0,162.0,36.0
80.654592,22.160758,1,24.360000610351562,40.94121170043945,39.89200210571289,9.704000473022461,25.527999877929688,18.266666412353516,1452.0,1170.0,36.0,162.0,36.0
80.429594,22.350993,1,24.7016658782959,40.908119201660156,40.788002014160156,9.588000297546387,26.022666931152344,18.35466766357422,1459.0,1175.0,35.0,170.0,35.0
88.340577,22.750521,1,26.522666931152344,42.92033004760742,35.96799850463867,12.755999565124512,28.992666244506836,20.599332809448242,1538.0,907.0,37.0,426.0,37.0
88.292867,22.556653,1,26.765832901000977,43.31325912475586,35.731998443603516,13.484000205993652,29.07866668701172,21.035999298095703,1603.0,956.0,40.0,428.0,40.0
85.102913,19.666075,1,27.006166458129883,45.31507110595703,34.624000549316406,16.003999710083008,28.564666748046875,22.85733413696289,1327.0,730.0,41.0,257.0,79.0
81.569732,24.078729,1,25.328500747680664,38.583683013916016,41.119998931884766,9.484000205993652,27.614665985107422,29.88666534423828,1103.0,886.0,24.0,125.0,44.0
87.193504,22.404395,1,26.796499252319336,43.17430877685547,37.731998443603516,13.124000549316406,28.749332427978516,21.16866683959961,1391.0,869.0,32.0,349.0,33.0
80.601142,22.225022,1,23.905834197998047,40.335018157958984,38.97999954223633,9.668000221252441,25.166000366210938,17.841333389282227,1457.0,1177.0,36.0,159.0,36.0
86.984931,23.392119,1,26.28333282470703,42.25538635253906,38.58399963378906,11.915999412536621,28.368667602539062,20.20133399963379,1204.0,779.0,24.0,273.0,30.0
80.635088,22.284269,1,23.621665954589844,40.76829528808594,38.74399948120117,9.17199993133545,24.929332733154297,17.544666290283203,1443.0,1165.0,35.0,156.0,35.0
80.624297,22.290674,1,23.707666397094727,40.54230880737305,38.827999114990234,9.300000190734863,25.037334442138672,17.60466766357422,1454.0,1174.0,36.0,158.0,36.0
82.236613,22.788937,1,24.785499572753906,39.186492919921875,39.90800094604492,10.823999404907227,26.007999420166016,18.505332946777344,1230.0,941.0,24.0,182.0,24.0
85.825786,20.404225,1,26.93633270263672,45.37418746948242,36.172000885009766,14.82800006866455,28.39266586303711,22.36400032043457,1560.0,956.0,41.0,322.0,63.0
88.129937,23.640378,1,26.2896671295166,43.26766586303711,37.10799789428711,11.727999687194824,29.511999130249023,20.59866714477539,1345.0,859.0,29.0,351.0,29.0
80.5922,22.2133,1,23.905834197998047,40.335018157958984,38.97999954223633,9.668000221252441,25.166000366210938,17.841333389282227,1457.0,1177.0,36.0,159.0,36.0
85.808214,20.392119,1,26.93633270263672,45.37418746948242,36.172000885009766,14.82800006866455,28.39266586303711,22.36400032043457,1560.0,956.0,41.0,322.0,63.0
85.047181,24.737,1,26.075166702270508,39.41677474975586,40.7239990234375,9.803999900817871,28.972000122070312,25.7586669921875,1013.0,734.0,23.0,181.0,31.0
80.663893,22.297214,1,23.679332733154297,40.601287841796875,38.875999450683594,9.184000015258789,25.020000457763672,17.543333053588867,1442.0,1163.0,35.0,157.0,35.0
80.521439,22.308531,1,24.3521671295166,40.493247985839844,40.02799987792969,9.604000091552734,25.69266700744629,18.06999969482422,1465.0,1180.0,36.0,166.0,36.0
80.558,22.3006,1,23.96666717529297,40.37887954711914,39.400001525878906,9.45199966430664,25.290666580200195,17.769332885742188,1459.0,1177.0,36.0,162.0,36.0
86.096301,19.8887,1,26.8613338470459,44.071537017822266,33.97200012207031,15.855999946594238,28.56800079345703,22.671998977661133,1411.0,829.0,40.0,268.0,40.0
80.524702,22.237436,1,24.40850067138672,41.02234649658203,40.00400161743164,9.63599967956543,25.642000198364258,18.277999877929688,1475.0,1191.0,36.0,165.0,36.0
81.960677,20.933847,1,26.453332901000977,40.54482650756836,41.20000076293945,12.199999809265137,26.90399932861328,21.002666473388672,1330.0,1010.0,11.0,220.0,11.0
80.586428,22.299255,1,23.677833557128906,40.59699630737305,38.90800094604492,9.14799976348877,25.055999755859375,17.519332885742188,1452.0,1172.0,35.0,159.0,35.0
83.645483,21.55706,1,26.595333099365234,38.318294525146484,41.30799865722656,13.383999824523926,27.100666046142578,20.791332244873047,1460.0,1088.0,23.0,242.0,23.0
80.516479,22.312153,1,24.3521671295166,40.493247985839844,40.02799987792969,9.604000091552734,25.69266700744629,18.06999969482422,1465.0,1180.0,36.0,166.0,36.0
80.471718,22.38169,1,24.26766586303711,40.67810821533203,40.32400131225586,9.335999488830566,25.56999969482422,17.937334060668945,1455.0,1175.0,35.0,163.0,35.0
80.494513,22.3649,1,24.40250015258789,40.44625473022461,40.29999923706055,9.600000381469727,25.700666427612305,18.08333396911621,1462.0,1177.0,36.0,167.0,36.0
85.927899,20.280769,1,26.86199951171875,45.183868408203125,35.39200210571289,15.015999794006348,28.447999954223633,22.40399932861328,1574.0,971.0,40.0,315.0,68.0
88.126986,23.64992,1,26.2896671295166,43.26766586303711,37.10799789428711,11.727999687194824,29.511999130249023,20.59866714477539,1345.0,859.0,29.0,351.0,29.0
80.471937,22.381808,1,24.26766586303711,40.67810821533203,40.32400131225586,9.335999488830566,25.56999969482422,17.937334060668945,1455.0,1175.0,35.0,163.0,35.0
85.476229,20.079566,1,27.029666900634766,44.08927917480469,35.82400131225586,15.36400032043457,28.500667572021484,22.615333557128906,1449.0,859.0,41.0,305.0,67.0
85.073004,19.619344,1,26.724332809448242,44.827091217041016,34.43600082397461,15.85200023651123,28.32266616821289,22.544666290283203,1364.0,748.0,43.0,261.0,82.0
88.426526,22.979967,1,26.443500518798828,43.03544998168945,36.59199905395508,11.996000289916992,29.011333465576172,20.389999389648438,1487.0,869.0,33.0,425.0,33.0
85.076437,19.607694,1,26.724332809448242,44.827091217041016,34.43600082397461,15.85200023651123,28.32266616821289,22.544666290283203,1364.0,748.0,43.0,261.0,82.0
85.465668,25.00281,1,25.767166137695312,39.617393493652344,39.347999572753906,9.98799991607666,28.763999938964844,25.389333724975586,987.0,708.0,24.0,174.0,29.0
83.547158,20.565028,1,27.096166610717773,40.4409294128418,41.06399917602539,13.652000427246094,27.67799949645996,21.511333465576172,1398.0,1006.0,23.0,271.0,23.0
83.525677,20.594234,1,27.116167068481445,40.51723861694336,41.26000213623047,13.53600025177002,27.678667068481445,21.494667053222656,1400.0,1007.0,24.0,272.0,24.0
85.258084,20.042299,1,26.39699935913086,43.25893783569336,35.43199920654297,15.0,27.832000732421875,21.895999908447266,1464.0,853.0,47.0,323.0,65.0
87.860681,22.435229,1,26.52516746520996,41.62769317626953,35.779998779296875,13.543999671936035,28.826000213623047,20.787334442138672,1375.0,809.0,35.0,370.0,35.0
83.873504,21.699843,1,26.959999084472656,40.07345962524414,41.80400085449219,13.307999610900879,27.703332901000977,21.227333068847656,1530.0,1148.0,22.0,252.0,22.0
87.846939,23.252899,1,26.359167098999023,43.6812744140625,37.215999603271484,11.751999855041504,28.89666748046875,20.611331939697266,1328.0,810.0,33.0,345.0,36.0
88.773446,23.193003,1,26.144832611083984,43.216087341308594,36.14799880981445,11.300000190734863,29.20866584777832,19.935333251953125,1552.0,884.0,35.0,480.0,35.0
81.310775,21.166099,1,26.7239990234375,40.623451232910156,42.13600158691406,12.515999794006348,27.207332611083984,21.035999298095703,1258.0,949.0,13.0,206.0,13.0
85.649553,20.255147,1,26.595500946044922,44.61492156982422,35.75600051879883,14.704000473022461,28.082666397094727,22.04400062561035,1551.0,944.0,43.0,325.0,64.0
85.649637,20.255088,1,26.595500946044922,44.61492156982422,35.75600051879883,14.704000473022461,28.082666397094727,22.04400062561035,1551.0,944.0,43.0,325.0,64.0
85.649637,20.255092,1,26.595500946044922,44.61492156982422,35.75600051879883,14.704000473022461,28.082666397094727,22.04400062561035,1551.0,944.0,43.0,325.0,64.0
86.376953,21.881278,1,22.50316619873047,41.95586013793945,33.02399826049805,9.855999946594238,24.3799991607666,17.088666915893555,2149.0,1366.0,49.0,492.0,68.0
88.300317,22.475098,1,26.566333770751953,42.75918960571289,35.27199935913086,13.395999908447266,28.886667251586914,20.826000213623047,1641.0,984.0,40.0,432.0,40.0
85.830801,19.88685,1,26.765167236328125,42.78260040283203,33.880001068115234,15.927999496459961,28.576000213623047,22.441999435424805,1431.0,844.0,39.0,280.0,39.0
85.826788,19.887294,1,26.765167236328125,42.78260040283203,33.880001068115234,15.927999496459961,28.576000213623047,22.441999435424805,1431.0,844.0,39.0,280.0,39.0
85.824395,19.888112,1,26.765167236328125,42.78260040283203,33.880001068115234,15.927999496459961,28.576000213623047,22.441999435424805,1431.0,844.0,39.0,280.0,39.0
83.118233,19.761917,1,25.73150062561035,39.99055480957031,38.06399917602539,13.36400032043457,26.29199981689453,20.905332565307617,1377.0,932.0,29.0,304.0,34.0
83.162203,20.106876,1,27.195167541503906,41.18662643432617,40.900001525878906,13.680000305175781,27.628665924072266,22.262001037597656,1375.0,973.0,26.0,278.0,27.0
83.11833,19.761931,1,25.73150062561035,39.99055480957031,38.06399917602539,13.36400032043457,26.29199981689453,20.905332565307617,1377.0,932.0,29.0,304.0,34.0
87.904057,23.523097,1,26.215999603271484,43.512184143066406,37.27199935913086,11.552000045776367,29.410667419433594,20.422000885009766,1325.0,829.0,30.0,344.0,33.0
81.934998,22.629677,1,24.834165573120117,39.55659484863281,39.64799880981445,10.97599983215332,25.989999771118164,18.670000076293945,1274.0,952.0,29.0,198.0,29.0
86.381858,20.759075,1,26.82149887084961,43.33302688598633,36.2599983215332,14.616000175476074,28.60533332824707,21.873332977294922,1620.0,969.0,52.0,345.0,68.0
88.532956,22.966311,1,26.299833297729492,43.330352783203125,36.32400131225586,11.699999809265137,28.939332962036133,20.209333419799805,1535.0,891.0,34.0,443.0,34.0
80.45261,22.347896,1,24.7016658782959,40.908119201660156,40.788002014160156,9.588000297546387,26.022666931152344,18.35466766357422,1459.0,1175.0,35.0,170.0,35.0
87.85126,23.251117,1,26.359167098999023,43.6812744140625,37.215999603271484,11.751999855041504,28.89666748046875,20.611331939697266,1328.0,810.0,33.0,345.0,36.0
81.907,17.783,1,23.618000030517578,46.305606842041016,33.95600128173828,13.276000022888184,24.02466583251953,19.94466781616211,1262.0,721.0,15.0,292.0,46.0
81.918,17.777,1,23.026166915893555,46.095096588134766,33.08399963378906,12.96399974822998,23.455333709716797,19.39466667175293,1249.0,696.0,16.0,290.0,48.0
80.536122,22.303875,1,24.3521671295166,40.493247985839844,40.02799987792969,9.604000091552734,25.69266700744629,18.06999969482422,1465.0,1180.0,36.0,166.0,36.0
86.338228,23.329269,1,26.131166458129883,40.87220764160156,39.41600036621094,11.891999244689941,28.01333236694336,20.007333755493164,1286.0,868.0,24.0,263.0,36.0
86.338078,23.329345,1,26.131166458129883,40.87220764160156,39.41600036621094,11.891999244689941,28.01333236694336,20.007333755493164,1286.0,868.0,24.0,263.0,36.0
82.030748,22.195911,1,26.676332473754883,40.466270446777344,42.20800018310547,12.4399995803833,27.522666931152344,20.728666305541992,1249.0,953.0,24.0,188.0,24.0
87.460397,22.503942,1,26.663166046142578,42.92058563232422,36.95199966430664,13.15999984741211,28.779998779296875,21.09666633605957,1312.0,788.0,32.0,352.0,33.0
81.919512,21.851671,1,26.884166717529297,39.85971450805664,42.89200210571289,12.619999885559082,27.568666458129883,20.908666610717773,1179.0,896.0,17.0,184.0,17.0
85.797756,20.201539,1,26.996000289916992,45.13469696044922,35.683998107910156,15.144000053405762,28.506000518798828,22.593334197998047,1536.0,943.0,40.0,308.0,68.0
81.508742,24.165966,1,25.392166137695312,38.60657501220703,41.3120002746582,9.472000122070312,27.652666091918945,29.975332260131836,1110.0,889.0,25.0,127.0,45.0
80.617112,22.185895,1,24.254833221435547,40.557491302490234,39.608001708984375,9.795999526977539,25.481332778930664,18.15133285522461,1462.0,1180.0,36.0,163.0,36.0
80.636762,22.17303,1,24.164833068847656,40.49378204345703,39.37200164794922,9.871999740600586,25.373332977294922,18.11400032043457,1450.0,1168.0,36.0,161.0,36.0
80.611135,22.200492,1,24.254833221435547,40.557491302490234,39.608001708984375,9.795999526977539,25.481332778930664,18.15133285522461,1462.0,1180.0,36.0,163.0,36.0
80.64433,22.269888,1,23.621665954589844,40.76829528808594,38.74399948120117,9.17199993133545,24.929332733154297,17.544666290283203,1443.0,1165.0,35.0,156.0,35.0
80.641094,22.166798,1,24.164833068847656,40.49378204345703,39.37200164794922,9.871999740600586,25.373332977294922,18.11400032043457,1450.0,1168.0,36.0,161.0,36.0
80.62513,22.210028,1,23.368499755859375,40.25735092163086,38.268001556396484,9.435999870300293,24.555334091186523,17.423999786376953,1443.0,1167.0,35.0,152.0,35.0
88.539555,22.950156,1,26.221332550048828,43.11238479614258,36.13999938964844,11.699999809265137,28.827999114990234,20.131999969482422,1554.0,905.0,35.0,445.0,35.0
80.636618,22.133098,1,24.360000610351562,40.94121170043945,39.89200210571289,9.704000473022461,25.527999877929688,18.266666412353516,1452.0,1170.0,36.0,162.0,36.0
80.636777,22.133093,1,24.360000610351562,40.94121170043945,39.89200210571289,9.704000473022461,25.527999877929688,18.266666412353516,1452.0,1170.0,36.0,162.0,36.0
80.591665,22.295834,1,23.677833557128906,40.59699630737305,38.90800094604492,9.14799976348877,25.055999755859375,17.519332885742188,1452.0,1172.0,35.0,159.0,35.0
88.053675,22.027211,1,26.629444122314453,41.67228317260742,34.21333312988281,14.426666259765625,28.78333282470703,21.270000457763672,1644.0,1005.0,40.0,393.0,40.0
88.368338,22.52626,1,26.937665939331055,43.874488830566406,35.92399978637695,13.699999809265137,29.211999893188477,21.278667449951172,1648.0,986.0,42.0,436.0,42.0
80.011811,21.248929,1,25.894500732421875,39.072933197021484,41.0,12.444000244140625,26.402000427246094,20.071332931518555,1408.0,1127.0,24.0,173.0,24.0
88.022704,23.535615,1,26.206666946411133,43.686195373535156,37.04800033569336,11.579999923706055,29.395999908447266,20.538000106811523,1316.0,820.0,31.0,344.0,32.0
80.539135,22.414116,1,24.160165786743164,40.47696304321289,40.13999938964844,9.263999938964844,25.50933265686035,17.825332641601562,1456.0,1174.0,35.0,164.0,35.0
81.003057,21.405445,1,26.66866683959961,41.101619720458984,42.90800094604492,11.996000289916992,27.178665161132812,20.77466583251953,1177.0,882.0,18.0,186.0,18.0
81.785254,22.482029,1,24.864334106445312,39.077938079833984,39.52399826049805,11.312000274658203,25.99066734313965,18.729999542236328,1261.0,949.0,28.0,186.0,28.0
86.88176,22.454376,1,26.604665756225586,42.58251953125,37.85599899291992,12.85200023651123,28.566665649414062,20.719999313354492,1305.0,832.0,28.0,311.0,28.0
82.106429,17.288141,1,27.70283317565918,48.48564910888672,37.0880012512207,18.31199836730957,28.39266586303711,24.244667053222656,1158.0,615.0,14.0,239.0,59.0
85.38345,21.011572,1,26.30466651916504,41.848243713378906,37.90399932861328,13.67199993133545,27.584667205810547,20.964000701904297,1362.0,856.0,41.0,293.0,41.0
85.784845,20.262631,1,27.006000518798828,46.1649055480957,36.00400161743164,15.144000053405762,28.426666259765625,22.62266731262207,1562.0,959.0,41.0,319.0,65.0
88.266633,24.209305,1,25.91349983215332,42.372066497802734,36.779998779296875,11.168000221252441,29.305999755859375,20.066665649414062,1377.0,826.0,32.0,379.0,32.0
